Medical Surface,We develop innovative coating technologies that improves the biocompatibility and performance of implanted and wearable biosensors / medical devices.
Medifuze,We are a team that is aiming to build a mobile injections apparatus in order to reduce malpractice in long term care facilities.
Medik,Medik is a point of care mobile app designed for paramedics to quickly find the information they need.
MedRhythms,MedRhythms is a neuro-rehab company helping people recover from traumatic brain injury and stroke.
Mee,Mee is a DTC female vibrator company. I want to close the pleasure gap by offering quality vibrators and sex education.
Megabook Initiative,The Megabook Initiative aims to increase children’s access to books and instill a love of reading in children through the distribution of eReaders.
Memora Health,Memora Health builds workflow productivity software for health care organizations to automate and scale outpatient communication.
Memozoid,There is a gap that exists between how we learn things and how we should be learning things – how we study and how we should be studying – and Memozoid attempts to bridge ...
Memunatu Magazine,"Memunatu is a classroom magazine for teenage girls in West Africa that promotes literacy, female leadership, and empowerment. Our mission is to create a unique, community driven ..."
Menschmark,"Menschmark is a tool to score individual social involvement, which aims to measure, incentivize, and share organized-volunteer-engagement. Menschmark was founded to address the ..."
Mentoly,Mentoly is a platform where you can book an online private consultation with a expert in any field
Mercaux,MERCAUX IS A TABLET SOLUTION FOR OFFLINE FASHION RETAILERS THAT EMPOWERS SALES ASSOCIATES TO BECOME PERSONAL STYLISTS AND CLIENT RELATIONSHIP MANAGERS. MERCAUX HELPS SALES ASSOCIATES ...
Metalmark Innovations,"Nanostructured materials for highly efficient decomposition of air pollutants, making clean air accessible and affordabl"
Meteor,"Minimalist fine jewellery with impact – sustainable, ethical, circular-economy silver & gold jewels empowering women"
Methanergics,"Methanergics is a social enterprise start-up that collects household organic waste and produces biogas and fertilizers, creating a zero waste system."
microsprout,Microsprout helps parents and students access community resources to save for college and take on less debt.
Midas Touch,Midas Touch uses 3D printing and automated audio annotations to render paintings accessible to the blind.
Mighty Mouth,"Selling dental products online, faster and cheaper"
MindMics,We are building a technology platform to help people better manage physical and emotional wellbeing be proving integrated solution of smart earbuds
Mindsprout,Mindsprout is a parent’s sidekick for child development; our app shows parents exactly what they can do to advance their child’s growth from ages 0-3.
Minimally Invasive Spinal Technology,We are developing a device and software to treat scoliosis in a more minimally invasive way to save cost and recovery.
miniPCR,Our mission is to give everyone access to DNA experimentation. Our miniPCR machine enables DNA analysis at a fraction of the cost and through a simple and educational interface.
MIPSync,MIPSync helps physicians maximize reimbursement from Medicare based on the physician’s performance on quality measures compared to his or her peers.
MiRobotix,Robotics Processors for Unlocking Intelligent Applications on Autonomous Vehicles and Robots
MiSET Publication Standards,Creating a research-driven peer-reviewed resource to publish reproducible biomedical research experiments
Mismatch,Mismatch is a realtime video platform that connects U.S. middle and high school classrooms across distance and divides.
MIWU,"Filtering, storing, and reusing street water runoff in the form of a new civic amenity."
MixTape,Mixtape combines the ease of music streaming with the sentimentality of mixtapes to help you share music more meaningfully with the people you love.
Mobile Connect,"We want to create opportunities for poor entrepreneurs in the cities by connecting them to richer households, better financing , and MFIs."
Mobilizr,Mobilizr provides homeless individuals in transitional housing programs with digital access in the form of Wi-Fi enabled devices and program support to increase their chances of ...
Mobius USA,We use literacy to teach children English.
Mobley,Mobley is building a convenient and affordable alternative to furniture ownership through its rental system.
Moby,Moby is a SMS chatbot for community health workers in developing countries to manage patients and supplies.
Mocura,Allows viewing of medical images with a smartphone using Augmented Reality to control viewing depth and angle.
MODAR,"Creating the most natural, physician-centric platform with AI-assisted augmented reality glasses to significantly streamline a physician’s work."
modern mammals,creates better hair washing products for men to replace shampoo and conditioner
Modular CPAP,A continuous positive airway pressure (CPAP) device that provides respiratory support to children in resource-limited settings.
Mokha Origin,"In 1450 Sufi monks in Yemen discovered coffee. Mokha Origin imports & markets this historic beverage, encouraging Yemen’s growth & stability."
"Molecular Loop Biosciences, Inc.",Molecular Loop is commercializing a technology to accelerate basic genomics research and expand access to clinical and consumer genetic information.
Momentum,A specialized venture fund designed to develop novel treatment solutions for psychopathologies.
monemo,We tally the available water through blockchain to create conscientiousness and accountability of day-to-day consumption
MoneyMoves,MoneyMoves creates a bridge between those looking to invest their money to individuals capable of investing for them.
mopi,mopi is a network of home-based daycare centers in Brazil.
Mosaix,Mosaix is an Electronic Medical Record (EMR) System. It is the first brand of a startup company called MedKingdom that has been incorporated to develop medical informatics technologies. ...
Movement Mississippi,A hybrid fitness center offering community classes focused on healing/resistance plus after school youth programming.
Moving Metrics,We are creating the first enthusiast driven ad-network where brands pay niche vloggers to use & review their products in YouTube videos.
Mozambique School Lunch Initiative,The Mozambique School Lunch Initiative links agricultural investment to school feeding programs to improve food security.
Mr. Fitzroy Toy Delivery,Kids toys made fun and easy.
Mudango,"Mudango, an on-demand solution for moving your stuff, is addressing the 5 bn market of moving services in Latin America."
Muscan Thermera,Muscan Thermera is a device that scans the muscles of pain and generates a heat map of the intensity of muscle strain
MUSEY,Musey is a geo-location based app for art and cultural events in the 21st century.
Music Go Global,Music Go Global is an online platform that connects young music educators with children around the world to learn music.
Mustard Venture Studio,"Mustard Venture Studio dresses companies for their next value event by inserting a temporary management team that executes on a multi-faceted, valuation-driven plan."
Mutual,Use data analysis to simplify team productivity use cases and enable intelligent push notifications on mobile devices.
Muud,Muud is an emotional artificial intelligence company developing software providing real-time predictive emotional analytics for media and advertising.
Muvanza,Moving is painful. Finding a reliable mover is hard. Comparing prices is impossible. Muvanza will change that. It’s easy. You register your inventory once and we take care of the ...
MyBetterFit,MyBetterFit intelligently predicts an individual woman’s side effects to different hormonal birth control to find her the best fitting drug.
Mybrary,Mybrary is a network of co-share study spaces providing workspace and wi-fi for students taking online courses.
MyLingo,MyLingo aspires to bring the magic of the movies to non-native English speakers through the innovative application of proprietary audio synchronization technology. MyLingo is the first ...
myProxy,myProxy using technology to document and access patients’ end of life care wishes. myProxy gives you a voice in your care.
myRoadways,"myRoadways flips the traditional internship search, allowing companies to search for students and have them apply directly through the site."
MySporties,MySporties is an animation startup with a new interactive blog & eBook series that teaches young kids how to succeed in life thru sports.
MyToolbox Technologies,"Labor marketplace for skilled blue collar workers, offering them a platform to secure jobs, manage licenses, and access basic financial services"
MyZooPets,"MyZooPets creates a multi-platform virtual pet game teaching and motivating kids to manage chronic conditions. We are first focused on asthma, then diabetes. Our five co-founders met at ..."
Naked Petcare,Naked Petcare makes products for your pooch that are nothing but natural. From organic dog shampoo to natural paw balms and deodorizing sprays.
Nalagenetics,Cost effective genetic testing for drug metabolism in Asia.
NanoBright,"Offer non-invasive cancer prognosis, monitoring and screening with unparalleled accuracy"
Napatree Sandals Co.,Napatree is a sandal revolution. Say goodbye to unoriginal options and the inevitable summertime blisters; the bespoke sandal has arrived!
"Napkin, Data Science Toolkit Simplified","Napkin is a statistical toolkit for machine learning engineers and data scientists to better clean, parse, and visualize data."
NarrowTheGap,"Global poverty app for individuals to donate to the world’s top three charities, while corporates match donations."
Nature,"Nature enables smart control over room ACs by Smart AC Plug. The device is capable of controlling power to the AC unit, connects to local WiFi, and has infrared and multiple sensors. ..."
Nature Buddy,"A technology platform to promote green spaces in urban settings to combat climate change & pollution, grow your own food and mainstream Nature."
Naya Studio,A digital platform for affordable personalized furniture. We take you from idea to product delivered to your door.
Nearsighted Globe,"NG has developed a high science, low cost, easy to use tool for diagnosing nearsightedness targeting remote communities."
Nebula Genomics,Nebula Genomics is using blockchain to reduce the costs of personal genome sequencing and enhance genomic data protection.
Need in Deed,A platform to connect design students with real issues and tasks in the society
NeighborGood,"NeighborGood matches chronically ill, disabled, and elderly individuals with volunteers in their neighborhood for help with home tasks and errands."
Nella,"Nella is a digital platform providing instant medical advice to vulnerable families by combining smart algorithms, digital tools, and live nurses."
NeoClosure,"Inspired by a man who has difficulty dressing due to lost fine motor control, NeoClosure is a versatile magnetic seam that can be incorporated in many garments. The magnets are ..."
Nesuku,"Provide 1) a tool for private teachers to manage finances, create promotions, schedule lessons, & process payment, & 2) consulting to garner students"
NetworkMe,NetworkMe is a complete “Network Job Search” management tool that will let you find contacts in companies across multiple social networks as well as student and alumni ...
NeuNav Mini,"Our idea disrupts the neuronavigation sector with a low-cost, portable solution for bedside neurosurgical procedures"
NeuronSpike Technologies Limited,Developing brain-inspired AI processors to power autonomous technologies with energy-efficient and adaptive intelligence
New Kids,An in-person and online information resource and support network for pregnant women and new moms.
New Majority Community Labs,Empowering communities of color to identify and build solutions to their own challenges using big data and community engagement tools.
New Teachers Thriving,"There are more than 200,000 first-year teachers. Tens of thousands will quit. It’s a crisis. We provide trainings to help districts fix this problem."
Nex2us,Nex2us is a platform connecting classrooms around the world through images & critical classroom discussions to promote understanding across cultures.
Next Wave Hire,"LifeGuides.me helps users successfully navigate challenging life events, for free."
NGO network in China,A platform that makes it easy for people to help each other through real world actions and inspires goodwill through collective stories.
NIC – Nichrome Icicle Cutter,"The Nichrome Icicle Cutter is a device that removes overhanging ice formations in the fastest, safest, and most cost effective way possible."
Nics Kitchen,"Nics Kitchen is a clean-ingredient, packaged-food business with offerings that are free of gluten, nuts, soy, dairy and tapioca."
Nidit,"Oftentimes our friends can and are willing to help us, but the problem is that most of them just don’t know what we need. While most people are willing to help, less than 20% of ..."
Niimble,Enabling K-12 leaders to make data driven decisions by creating understandable and actionable analytics from existing but underutilized data.
Nilus,"Nilus is building a sharing-economy model of food waste rescue, where private drivers pick up food in edible condition and deliver it to community kitchens and shelters."
Nimbly,Nimbly is a 3D knitting automation platform that powers the mass manufacturing of on-demand and customized products.
Nivien Therapeutics,General Biotechnologies finds and develops innovation from tech transfer portfolios at top hospitals and universities.
Nix,Nix is a consumer diagnostic company currently developing its initial product: a wearable hydration sensor that empowers athletes to mange their hydration status in real-time.
Nix Institute,"We will create evidence-based new technologies to reduce corruption, violence, and organized crime in Latin America."
Noken,Noken is reimagining the tour operator concept for millennials by curating instant-bookable itineraries that are guided through our signature app.
Nom Pot,Healthy one pot meals for easy home-cooking
Noma,"Noma enables users to view a live tab, pay without waiting for a check, and share your experience. All from your mobile device at restaurants, bars and clubs."
Nomad Life Digital,"Nomad Digital Life is a cross-border platform for traveling experts to manage their health, finance, and legal data and documentation on-the-go."
NomAway,"Tired of calling to order or waiting in line? Order and pay in advance on NomAway’s mobile app and just grab and go. No lines, no hassle."
nooLoop,"nooLoop is an online warehouse that inventories construction materials, tools, and machinery for transactions, aiming to minimize waste in the building."
Nootra,"Nootra is a simple, real-time social-commerce platform on any screen that socializes online shopping and saves users time and money."
NoSilo,NoSilo’s mission is to eliminate data silos in business as a third party enabler of privacy-upholding data alliances.
Nour Sunscreens,We are creating a line of tinted sunscreens to match every skin tone.
Nowsta,"We believe logistics should be simple, no matter how many people are involved. Nowsta reduces communication latency to get stuff done."
NPTUN,Turning old plastic into valuable products for consumers & the environment via a novel/proprietary/eco-friendly process.
Ntoma Chocolate,"Ntoma Chocolate is a Ghana-based chocolate producer, moving the local cocoa industry beyond bean exports into high-quality chocolate production."
Nudge,"Nudge is a better way to discover events in your city. It aggregates all of your city’s events, learns your personal interests and location by connecting to your social networks ..."
Nuestra Comunidad,"Nuestra Comunidad (NC) builds vibrant communities through participatory services and the expansion of civic capacity. Focusing on distressed communities in Albuquerque, New Mexico, NC ..."
Nuj Analytics,Health IT product that uses peer comparisons to motivate doctors to practice medicine more efficiently. We’re OPOWER for healthcare.
Nurse-1-1,Nurse-1-1 is the digital doorway to healthcare for worried patients searching online for information about their health concerns.
Nurses Know,We crowdsource information from nurses about physician quality.
O|,"Ol< (""Our Knowledge"") is a digital community school where every individual is a scholar - a learner, a teacher, and a creator of knowledge. Ol< is a creative platform that provides ..."
Oak Health,We are flipping the old health insurance model on its head to unlock better care for people with costly chronic conditions.
Oak Systems,Oak
Octagon Therapeutics,Octagon is developing targeted therapies that block the proliferation of disease-causing cells. Current efforts are focused on programs in autoimmune disease and bacterial infection.
OctopusFX,Join the club: Unlimited global money transfers for students.
Ognitess,Ognitess is a B2B online marketplace for fabric and finished garments discovery.
OKO,Leverage data science and climate modelling to undertake risk assessments of climate perils where weather measurement infrastructure is limited
Olaris Therapeutics,Olaris fundamentally changes how diseases are diagnosed and treated. We identify “biomarkers of response” to get the right drug to the right patient.
Olive,Olive is a smart belt that alerts ostomates about leakages and empowers them to manage their ostomy more effectively through data and technology.
Omni,"A financial trading platform which makes investing a more social, communal, and collaborative experience"
OnBoard,OnBoard seeks to train school board members to govern for equity.
One Summit,"The One Summit mission is to help children with cancer build courage and self-confidence, which promotes a foundation for resilience as they battle their disease. One Summit teams ..."
ONEE,ONEE is a fashion wearable tech startup designing products that empower young women with subtle & fun ways to communicate and keep track of each other
OneSight,"OneSight is a pair of glasses for the 21st century, featuring lenses with variable focal length and frames that are more technologically responsive."
Online Planner for High Schools,"This online planner targets the executive function skills of high school students to create self-aware, expert learners."
Online Vigilante – Suicide Prevention,A plugin that uses nuanced machine learning to block any online content that promotes suicide and self-harm.
OnRamp,Onramp is a customer partnership platform helping B2B SaaS companies provide world-class onboarding to new customers.
OnRoad,OnRoad offers auto insurance for new immigrants with foreign licenses.
OPEN CODE,OPEN CODE will partner with communities to build the next generation of high-tech jobs and skills in our rural communities across America.
Open Review,"Discuss Research Publications and Scholarly Material instantly, interactively, and openly."
OpenMural,"A social, mashable, big-data-capable, data viz engine. We provide tools, APIs, and a web app for creating and sharing data-visualizations."
Optimized Cooking,Health-conscious spice mixes for popular South Asian dishes. There are currently no such products in the market.
OptiNutri,New locally sourced malnutrition treatment and prevention products can reach more children and support local development
Oralize,Transforming injected drugs into formulations for oral delivery.
Orbis Ag Trade,OAT helps farms to obtain Regenerative Organic Certification and offers digital marketplace for their certified products
OrderCrunch,"We help businesses manage the flow of orders by offering customers discounts at off-peak times, increasing profits, and happier customers."
Organize For Something,OFS aims to create a more inclusive system of democratic participation through training politically underrepresented communities as organizers.
OrganJet,OrganJet provides timely private jet service for patients who are multi-listed for organ transplants in US. We aim to save 1-2 lives/day.
Orientami,"Digital platform for high-school career coaching, that reduces professors’ workload and improves students’ experience."
Osmosis,"Osmosis (http://osmosis.org) is a web- and mobile-based learning platform that helps clinicians and students better discover, learn, and retain knowledge. This is accomplished through a ..."
Otto,Otto is the Pinterest for campus events. Follow your friends to discover interesting activities.
Our Voices Matter,Building critical consciousness through public speaking training: helping students of color thrive in today’s world and advocate for a better tomorrow
Outbreakr,"Outbreakr is a community in which the best and most creative social media influencers, designers, and brand fans compete to spread a message on a company’s behalf for cash and ..."
Outdoor Pass,OP inspires & enables people to lead more active lives. We help members discover & do local outdoor & “out-of-doors” activities w/friends & community.
Outvote,"Outvote uses AI & SMS to make outreach between folks who know each other the most powerful and valuable form of democratic participation, once again."
Overjet,Overjet uses AI to analyze dental clinical data and help payers and providers improve patient care and profitability.
Ownly,"Ownly is an on-demand, peer-to-peer beauty service on college campuses to help you enjoy each moment in style."
OY,Encourages and enables people from different political views to interact directly on issues they care about
OZÉ,"OZÉ brings African business to the digital era, connecting them to data, cash, clients and each other."
Pace Tech,Pace is a mobile app that connects you in real-time to running partners in your geographic proximity based on your pace and profile.
Pakistan Innovation Network,Pakistan Innovation Network (PIN) seeks to be a catalyst for dynamic change in the culture and process of entrepreneurship in Pakistan. PIN will create a comprehensive and responsive ...
Palette,Palette is a newsreader that delivers targeted content to users by bundling content according to the user’s reading context.
PANAL,"Teach you how to start a company, with a personalized road map and curriculum, by doing one."
Pangan,"To connect growers direct w/ wholesalers by facilitating crop sale via marketplace, ensuring a sustainable supply chain"
Parachute Teachers,Parachute Teachers is creating an on-demand marketplace of part-time teachers to provide flexible human capital to school districts.
Parlr,"Parlr enables discovery by bringing chatrooms to the 21st century through a platform of connected, networked chatrooms."
Parsagen Diagnostics,Parsagen Diagnostics is currently developing medical devices focused on Women’s Health.
Parterre Tea,Parterre Tea is an organic tea brand that supports non-profits that increase tree cover in low-income US neighborhoods
Partners in Prosperity,"Partners in Prosperity exists to enable prosperity through entrepreneurship. We are founded on the principle that all entrepreneurs deserve the opportunity to be successful, and with ..."
PartyHub,find your parties or create your own
Pasand,"Pasand is a social enterprise that educates adolescents on personal health and wellness. Through an interactive and academically-rigorous curriculum taught by skilled facilitators, ..."
PathoVax,"We have a vaccine that prevents all cancers caused by HPV, which we are advancing into human clinical trials."
PathVision,"PathVision developed an AI-driven precision medicine platform to replace traditional genetic testing with a 5 second, low-cost alternative."
Pathways to Creative Industries,Pathways to Creative Industries is a social enterprise that creates pathways & opportunities for underserved youth through a fashion brand.
PayPlug,We are developing a payment processing solution to help merchants in France save money by using smartphones to accept credit cards.
Peek,Find all of the events happening (on campus) without subscribing to a single email list
PeerChat,PeerChat helps students work through hard times by creating an interactive map of their thoughts/feelings as they speak.
Peoplematics,"New job? Visualizing relationships in context using informatics, we can help you be effective sooner. Peoplematics… because people matter."
PeopleNex,PeopleNex uses technology to create user-centered solutions for aging adults who experience social isolation
Pepper Pot Tea Company,"Empowering womxn tea producers. Serving consciously-sourced premium whole leaf tea, blend-to-order in small batches."
Perceptive Automata,Perceptive Automata has developed machine vision technology that can watch videos the way people do.
PERIOD. The Menstrual Movement.,"We progress menstrual equity through the global distribution of period products, and the engagement of a global network of campus chapters."
Perseus Mirrors,"Perseus is the world’s smartest mirror; our interactive digital display, voice recognition, and intuitive user design redefine the daily routine."
Pet Pocketbook,Simplifying all things pet for parents and care providers.
Petbooking.com.br,"Petbooking.com.br is simply the easiest and fast way to search, compare and book a hotel for your pet. More importantly, you can do everything from your home at any time; similar to ..."
Petrichor,“Smell” the hazard with Petrichor: A revolutionary AI-driven chemical sensor for safer transportation of petroleum and chemical waste.
PHIAR,We are developing a next generation AR navigation system with AI safety detections that is projected directly onto the windshield.
Philo,"Philo is a next-generation IPTV platform that lets viewers watch content on their favorite devices with efficient search, insightful discovery, and effortless sharing. We currently ..."
Phonix,We are developing human-aided AI to streamline the communication process between businesses and consumers.
Phoodeez,"Phoodeez disrupts the ways catering is done. Online catering for all your student group needs, with pre-screened, high quality caterers!"
PhysaLIFE,"Online platform helping patients achieve their at-home physical therapy goals through interactive tools, direct access to PTs and progress analytics."
Physis Investment,We use the most advanced technology to help investors maximize returns and invest in companies that respect the planet and the people.
Phyxup,Phyxup is a physical therapy app that provides assessment via telehealth and AI-based home exercise programs.
Piaggio Fast Forward,Piaggio Fast Forward is pioneering intelligent approaches to the mobility of people and things at the right scale.
Piao,"Help tourism sites (museums, landmarks) in the West take advantage of increasing Chinese tourism to the US by providing"
Pigeonhole Live,"For conference and seminar organizers who are dissatisfied with unpredictable and low-quality Q&A sessions, Pigeonhole Live is the growing industry standard that provides a simple ..."
Pillow Fort,We create personalized and customizable books for 2-6 year olds
Pilot,"Pilot is a film analytics platform using machine learning for box-office tracking, data visualization, and social-media analysis."
Pine Health,Pine Health helps patients follow through on doctor’s orders. The company’s AI-based solution uses patient data to trigger text-message conversations with a health coach.
Pines,Provide professional peer support to low-income first generation college students
Pinned,Our product provides a streamlined service that simplifies pre- and post- moving tasks for employees relocating for work.
pinpeg,"Pin up reviews of companies you’ve worked at, and peg down your perfect internship at pinpeg.io."
Pinsation,Ecommerce site that enhances the Pinterest.com experience. Lets you pin apparel + homewares products to your profile to unlock deals.
PionEar Technologies,PionEar Technologies is revolutionizing the treatment of ear infections with novel ear tube implants with unique drug transport capabilities.
Pioneer Outreach,Dedicated to reducing socioeconomic inequality in research by giving low-income high schoolers the chance to research with undergraduate professors.
Pivot.Ed,"Avatars in Upgrade.Ed can live out different life paths for students that decide to leave school early, whereas humans can’t. We mix Tim Burton’s sense of characters and Tom Shafer’s ..."
PIVOTtheWorld,PIVOT is an app that lets you look at a place through a tunnel of time. PIVOT’s mission is to streamline digital historical preservation in areas where the history of places and ...
Pixel Alchemies,"Pixel Alchemies is a location-based, mobile, role-playing video game, with a world and creatures that change with your location and friends."
Place Pixel,A networking and urban exploration app that plays like a game.
Place.Int,PlaceInt is a video analytics platform that transforms video data into actionable business insights.
Plan A,An app that links ?rst-generation grade 10 students in India with final year college/university students for mentorship
Plan Fate,Games to help couples build communication skills.
Plastic Recycling Ecosystem,"To create a circular economy around plastic waste, with an ecosystem and a metric that assigns value to plastic waste"
Plastiq,"Founded to provide convenient, flexible, and secure payment options, Plastiq is advancing innovative payment solutions across North America. The Plastiq online platform allows consumers ..."
Plastyx,We are working to genetically engineer microbes to degrade plastic waste and produce valuable biomolecules.
Platelet BioGenesis,"Platelet BioGenesis is a Harvard University spinout that is making human platelets from stem cells. We have developed and patented a microfluidic bioreactor, and shown that functional ..."
PlateletDiagnostics,"PlateletDiagnostics’ goal is to improve patient care by creating reliable, inexpensive diagnostics that rapidly and inexpensively assess platelet function."
PlayLab,PlayLab is a high-quality and affordable early childhood center focused on play-based learning
Playmakr,Playmakr is an in-game digital ordering app for sports stadiums. Fans tap or scan the tag on their armrests to order food/merch in seconds.
PlenOptika,"PlenOptika is enabling eye care for all with the QuickSee – a simple, affordable device that prescribes eyeglasses at the push of a button."
Plexx,Training the world. Plexx is a mobile training center where youth can learn job skills on their cell phone to land a job and build a career.
Politoscape,political issues.
Poly6 Biotechnologies,"Using our proprietary bioresorbable polymer, Citrene, we make implantable medical devices that prevent abdominal and pelvic adhesions."
Popper,Popper is a software platform that allows social science researchers to design and run complex behavioral experiments using online subjects.
Posmetrics,"Posmetrics provides innovative iPad-based customer feedback surveys that collect orders of magnitude more data than other technologies, provide relevant, real-time results, and generate ..."
POSSIBLE health,POSSIBLE Health is a digital clinic for abortion pill access.
Posterfolio,"Posterfolio allows healthcare researchers to present their passion, connect with the public and crowd fund for their projects."
Postwork,Postwork is a curatorial assistant that lives in your smart phone and finds creative events that fit into your schedule.
Potluck Energy,"Potluck Energy harnesses the power of communities to spread solar energy; by bringing together solar energy communities and households, we make solar energy accessible and easy to ..."
POWDER,POWDER(room) offers the time-starved but image-conscious women a professional makeup application in 20 minutes for only $25.
Pre-Scientist,"Pre-Scientist, Inc. connects students with real scientists to demystify STEM careers and empower all students to see themselves as future scientists."
PreciGene,Developing CRISPR gene editing therapeutics for triple negative breast cancer
PrepScholar,We use advanced stats to make high-precision customized test prep affordable to consumers.
Present!,A predictive analytics tool that discovers risk factors & designs plans to curb teacher chronic absenteeism
Pressed Roots,"A chain of blow-out hair salons that specializes in straightening ethnic hair textures in a healthy, fast, and inexpensive way."
Pressing Concerns,"A Platform by Africa’s Youth, for Africa’s Youth to Express their Ideas"
Prestie,Working to build the world’s first contextual ‘reputation graph’ similar to Facebook’s interest graph.
prettychill,"We deliver healthy, frozen plant-based meals that are free of gluten and dairy – each in a portable and microwavable bowl – straight to your door."
Prioritas,An app that helps college students pay their bills and rent before they spend all of their money.
PrisonOps for Justice,Introduces accountability metrics to operational models within the prison system to drive solutions to the crisis of mass incarceration.
Privacy Watch,Privacy Watch creates a personal data exchange where consumers control how much or how little data they share with companies they interact with online
Private Group Networks (First Touch),"First Touch is a sophisticated performance optimization tool for teams, clubs, and professional associations built around the companies integrated suite of mobile apps."
Private Social Media “dots”,"The private family website that connects generations, dot by dot"
ProcureCentral,All-in-one procurement solution for construction firms to save money.
Product as Packaging,"New design for single serve, edible, zero waste product packaging. Currently working with powders such as flour or sugar."
ProEdit,ProEdit is an online platform that provides English editing services to Chinese students and small business owners
Profilum,"Data-driven career counseling service. We equip parents, counselors and high school students with relevant data to build future pathways."
Progress Collective – USAdelante,USAdelante is increasing the number of underrepresented college graduates and leaders by giving them the guidance and connections to excel. Through a mobile application we connect peers ...
Project for Better Journalism,The Project’s mission is to provide access to quality educational programming and student journalism for all.
Project Green Campus,Project Green Campus is revolutionizing the way communities invest in themselves and share the value created by sustainability projects. We help communities and large organizations fund ...
Project Navigate,Navigate offers unique guidance in the innovative implementation of technology.
Project Q,Project Q aims at providing middle class women with clean and safe sanitation facilities in Indian urban areas. The toilet supply will come from retailers willing to open their ...
Project Valentine,"38 million conversations, stories, and debates in your pocket."
Pronto Health,Pronto Health is a smart messaging tool that empowers doctors to provide better care with minimal effort.
Propagate Vocabulary,to augment student capacity in navigating the classroom environment.
proton.ai,proton.ai delivers Amazon-quality AI to B2B distributors to improve sales efficiency and grow revenue.
PROUD Goals,"Intermediary agency that builds networks, connects funds with ideas, and negotiates/improves local projects to address root causes of global problems"
Proxi,Proxi is a peer-to-peer platform where users of a community can deliver physical goods to one another during their daily routines.
Public Problems,Technology for solving civic challenges.
Puerto Rico Health Association,"Puerto Rico Health Association is a resource for patients to make informed decisions when choosing a healthcare provider by viewing experience, certifications, process, and wait times."
Pumberly,Machine learning tools to optimize customer engagement AFTER purchase is made.
Push44,Push44 is a word-of-mouth marketing system. It turns customers of SMBs into brand evangelists by rewarding customers for making referrals.
Pykus Therapeutics,Pykus Therapeutics develops a dissolvable intraocular device to make retinal surgery less painful and more successful.
pymetrics,Neuroscience-based assessment of human capital for improved HR analytics.
Qalya Labs,Qalya applies machine-learning to design therapies tailored to patient characteristics. Targeted therapy = better patient engagement = better outcomes.
QHQ (Queer HeadQuarters),Private digital professional network for the queer community with a physical clubhouse in major cities
QI,An AR app that visualizes indoor comfort information overlaying on the real world environment.
Qishr,Qishr is an aromatic tea with sweet and spicy notes made from the oft-discarded treasure of coffee bean production: the coffee cherry. With low caffeine content and several times more ...
Quantamerix,Only 1 in 4 newborns worldwide are screened for easily treatable diseases. Quantamerix is inventing a low-cost diagnostic to empower access.
Quantly,"We empower people to explore, analyze, and understand data by making quantitative analysis techniques and tools simple and accessible."
QuantMe,Invent biosensor platform to profile auto-antibodies (Aabs) in autoimmune patients; Implement personalized Aab diagnostics; Invent Aab targeted drugs.
QuantSeed,"QuantSeed reduces information and logistical barriers to enable venture capital (VC) investors to meet promising startups, no matter the location."
QuasarOrtho,Use artificial intelligence to improve orthopedic clinician’s diagnosis and complications prediction
QuickDose,Medication doses are notoriously difficult to calculate and are a frequent source of clinician error. QuickDose uses algorithms developed at Harvard Medical School to provide clinicians ...
Quickhelp,We are connecting college students with people in the community who can best help them achieve academic and post-graduate success.
QuikForce,"QuikForce is working hard to simplify the process of moving. The founders of the company have over 20 years of experience in moving, and are committed to providing convenient, ..."
Quorum,"Quorum is an online legislative strategy platform that provides unique quantitative insights into the U.S. Congress. Featuring interactive visualizations, up-to-date statistics, and ..."
R.F. Madison,"R.F. Madison is the brand that disrupts the traditional, ill-fitting clothing sector through fastidious attention to detail and cold hard data to create timeless menswear of ..."
R.O.A.B,A lightweight Electric-Mini Tractor that has been designed to most effectively be used in rice paddy agriculture
RadioPublic,"RadioPublic helps listeners discover, engage with and reward the creators of podcasts. We are a Public Benefit Corporation, launched with founding partner PRX – the home of ..."
Raiffa,Raiffa is a Learning Management System to prepare students to learn away from the classroom while improving classroom experience with simulations.
Raiing Medical,Raiing provides wireless thermometers for continuous temperature monitoring and fertility tracking.
RallyPoint,RallyPoint gives US service members something they’ve never had before: the power to influence their own military assignments. Heralded in TIME and TechCrunch as â€œLinkedIn ...
Ramble,Organized walking excursions to the older adult population to foster social connection and physical activity.
RapidSOS,"After personally witnessing the challenges of our existing emergency communication infrastructure, our team formed RapidSOS with the mission of transforming emergency communication. We ..."
Read Between the Minds,"Read Between the Minds is an e-mentoring organization working in underserved communities to use online platforms to reach mentees who may not otherwise seek these services, and to ..."
ReadSource,Readsource was founded in 2010 with the goal of helping to revitalize local community engagement for the 21st century. Why is it still so hard to connect and share with our neighbors? ...
ReadSpeak,"ReadSpeak, a unique visual captioning system, can be applied to audiovisual mediums to enhance literacy, and foreign language learning."
ReadToMe,ReadToMe listens to students read books/articles aloud. It coaches students and provides data for teachers and parents.
Real On Wheels,"Youth driving change, seed to street. Our food trucks and community test kitchen will employ and engage underserved youth as menu designers, cooks, business strategists, and more. By ..."
Reality Studio,I will offer the design of personalized VR content for the promotion of strategic touristic locations
Reality Theatre Co.,Our aim is to change the face of theatre by making it a more accessible and relaxed form of entertainment to be enjoyed in the social hub of any community – the pub!
